,Date,Name / Description,Expense/Income,Amount (EUR),Transaction,Category
5999,2023-03-13 11:45:31.056629,Department Store,Income,86.93,Department Store,Shopping
6000,2023-03-13 11:56:54.564943,Camera Equipment,Income,288.23,Camera Equipment,Photography
6001,2023-03-13 12:28:27.914011,Trust Fund Contribution,Income,66.78,Trust Fund Contribution,Investment
6002,2023-03-13 14:12:09.339098,Car Fuel,Expense,315.7,Car Fuel,Transportation
6003,2023-03-13 18:07:49.373501,Dog Walker,Income,219.78,Dog Walker,Pet Care
6004,2023-03-13 19:04:53.996487,Gifts & Cards,Income,33.32,Gifts & Cards,Gifts
6005,2023-03-13 21:50:47.848849,Dental Care,Income,138.41,Dental Care,Health and Wellness
6006,2023-03-13 22:05:08.025876,Massage Therapy,Expense,10.92,Massage Therapy,Health and Wellness
6007,2023-03-13 22:50:22.326526,New Car Purchase,Expense,345.62,,
6008,2023-03-14 03:15:07.606641,Insurance Payment,Expense,384.26,Insurance Payment,Insurance Premiums
6009,2023-03-14 06:20:31.884178,Car Loan Payment,Income,377.14,Car Loan Payment,Finance
6010,2023-03-14 06:28:25.426044,Personal Trainer,Expense,370.32,Personal Trainer,Fitness
6011,2023-03-14 06:28:54.947764,Grocery Delivery,Income,280.87,Grocery Delivery,Food and Drinks
6012,2023-03-14 08:07:32.283712,Hiking Gear,Income,454.57,Hiking Gear,Outdoor Activities
6013,2023-03-14 08:58:56.939333,Overdraft Fee,Income,368.69,Overdraft Fee,Banking Fees
6014,2023-03-14 09:28:30.780750,Income Tax Payment,Expense,273.29,,
6015,2023-03-14 13:53:39.296516,School Supplies,Expense,227.28,School Supplies,Education
6016,2023-03-14 15:33:42.311409,Outdoor Equipment,Income,37.8,,
6017,2023-03-14 16:28:16.396558,Car Repair,Expense,76.7,,
6018,2023-03-15 02:04:47.478720,Video Game,Expense,475.68,Video Game,Entertainment
6019,2023-03-15 02:06:18.068243,Phone Accessory,Expense,348.56,Phone Accessory,Electronics
6020,2023-03-15 04:07:28.628436,Private Jet Rental,Expense,268.91,Private Jet Rental,Travel
6021,2023-03-15 05:12:05.776106,Student Loan Payment,Income,135.8,Student Loan Payment,Loans
6022,2023-03-15 06:53:06.174937,Job Board Fee,Income,398.66,Job Board Fee,Career Development
6023,2023-03-15 08:32:06.198550,Vacation Package,Expense,451.02,Vacation Package,Travel
6024,2023-03-15 09:05:23.697834,Car Registration,Income,235.73,Car Registration,Vehicle Management
6025,2023-03-15 10:37:52.194931,Tree Trimming,Expense,378.75,Tree Trimming,Yard Maintenance
6026,2023-03-15 14:38:39.521775,Tree Trimming,Income,133.2,Tree Trimming,Yard Maintenance
6027,2023-03-15 16:05:51.171624,Hiking Gear,Income,25.64,Hiking Gear,Outdoor Activities
6028,2023-03-15 16:57:08.429220,Concert Tickets,Income,34.91,Concert Tickets,Entertainment
6029,2023-03-15 17:19:11.584916,Home Renovation,Expense,130.51,Home Renovation,Home Maintenance
6030,2023-03-15 17:42:26.454952,Computer Purchase,Income,490.08,Computer Purchase,Electronics
6031,2023-03-15 20:56:48.325426,Car Loan Payment,Income,322.95,Car Loan Payment,Finance
6032,2023-03-15 23:14:58.395556,Camera Equipment,Expense,487.32,Camera Equipment,Photography
6033,2023-03-16 01:41:33.218873,Lottery Ticket,Expense,337.07,Lottery Ticket,Entertainment
6034,2023-03-16 03:52:14.065735,Optometry Visit,Income,67.89,,
6035,2023-03-16 05:46:03.977537,Spotify Ab By Adyen,Expense,357.77,,
6036,2023-03-16 13:36:27.778536,Wine Subscription,Income,211.65,Wine Subscription,Entertainment Subs
6037,2023-03-16 17:05:42.426103,Life Insurance,Income,293.64,Life Insurance,Insurance
6038,2023-03-16 19:04:56.914249,Sporting Goods,Income,96.96,Sporting Goods,Sport and Fitness
6039,2023-03-16 19:51:09.906433,Consulting Income,Income,81.99,Consulting Income,Side Gig
6040,2023-03-16 20:27:18.045129,Video Game,Income,86.8,Video Game,Entertainment
6041,2023-03-16 23:04:26.636923,Job Training Fee,Income,318.98,Job Training Fee,Education
6042,2023-03-17 00:44:18.325769,Trash Collection,Expense,390.29,Trash Collection,Utilities
6043,2023-03-17 00:52:52.075677,Snowmobile Rental,Expense,318.45,Snowmobile Rental,Sport and Fitness
6044,2023-03-17 01:39:28.897163,Trust Fund Contribution,Income,182.7,Trust Fund Contribution,Investment
6045,2023-03-17 04:11:09.091317,Snowmobile Rental,Income,21.92,Snowmobile Rental,Sport and Fitness
6046,2023-03-17 04:27:41.970280,Hotel Stay,Income,478.71,Hotel Stay,Accommodation
6047,2023-03-17 05:31:16.109068,ATM Fee,Expense,254.31,,
6048,2023-03-17 08:10:46.671284,Business Expense,Income,449.55,Business Expense,Business
6049,2023-03-17 10:37:16.625804,Freight Shipping,Income,155.79,,
6050,2023-03-17 12:38:55.757553,Donation to Charity,Expense,215.08,,
6051,2023-03-17 13:33:43.941873,Retirement Contribution,Income,143.61,Retirement Contribution,Savings
6052,2023-03-17 14:02:50.569080,Income Tax Payment,Expense,312.85,,
6053,2023-03-17 14:05:04.756282,Walmart Groceries,Expense,163.71,Walmart Groceries,Grocery Shopping
6054,2023-03-17 16:38:35.217260,Private Jet Rental,Expense,356.5,Private Jet Rental,Travel
6055,2023-03-17 17:48:01.210346,Membership Fee,Income,97.85,Membership Fee,Subscriptions
6056,2023-03-17 19:34:56.939014,Consulting Income,Income,425.0,Consulting Income,Side Gig
6057,2023-03-17 20:04:22.011839,Notary Service,Income,103.62,Notary Service,Services
6058,2023-03-17 21:08:49.298183,Daycare Fees,Expense,239.1,Daycare Fees,Childcare
6059,2023-03-17 21:11:46.524629,Childcare Services,Expense,324.58,Childcare Services,Family Care
6060,2023-03-17 22:25:51.948054,Office Supplies,Expense,388.93,Office Supplies,Office Expenses
6061,2023-03-18 02:30:15.664794,Electrician Service,Income,83.04,Electrician Service,Maintenance
6062,2023-03-18 02:32:21.300879,Business Expense,Income,208.56,Business Expense,Business
6063,2023-03-18 04:41:01.283565,Student Loan Payment,Income,223.84,Student Loan Payment,Loans
6064,2023-03-18 06:15:23.496868,Childcare Services,Income,193.27,Childcare Services,Family Care
6065,2023-03-18 07:32:02.434933,Grocery Delivery,Expense,276.46,Grocery Delivery,Food and Drinks
6066,2023-03-18 07:44:45.254475,Consulting Income,Income,124.45,Consulting Income,Side Gig
6067,2023-03-18 07:48:55.756911,Department Store,Expense,175.27,Department Store,Shopping
6068,2023-03-18 08:42:06.767302,Library Fee,Expense,146.9,Library Fee,Education Access
6069,2023-03-18 09:56:52.712548,Subscription Renewal,Expense,455.85,Subscription Renewal,Subscriptions
6070,2023-03-18 10:01:14.766599,Event Registration,Expense,364.4,,
6071,2023-03-18 10:37:36.992246,Online Course,Income,205.27,Online Course,Education
6072,2023-03-18 11:09:29.745853,Trust Fund Contribution,Income,197.94,Trust Fund Contribution,Investment
6073,2023-03-18 11:39:23.504031,Online Course,Income,164.81,Online Course,Education
6074,2023-03-18 13:08:10.679236,Laundry Service,Expense,118.25,Laundry Service,Household
6075,2023-03-18 15:48:29.153975,Health Insurance,Income,475.33,,
6076,2023-03-18 15:58:23.538429,Laundry Service,Income,447.18,Laundry Service,Household
6077,2023-03-18 19:02:51.941029,Course Fees,Income,178.15,Course Fees,Education
6078,2023-03-18 20:30:50.779503,Life Insurance,Income,252.58,Life Insurance,Insurance
6079,2023-03-18 21:23:20.043895,Notary Service,Income,492.55,Notary Service,Services
6080,2023-03-18 21:33:12.682994,Sewer Bill,Income,296.83,Sewer Bill,Utilities
6081,2023-03-18 21:35:15.533151,Movie Theater,Expense,368.4,Movie Theater,Entertainment
6082,2023-03-19 01:07:39.469764,Resume Service,Expense,423.34,Resume Service,Career Development
6083,2023-03-19 03:42:20.951307,Parking Fee,Income,267.06,Parking Fee,Transportation
6084,2023-03-19 03:46:37.596402,Spa Package,Expense,380.38,Spa Package,Relaxation/Leisure
6085,2023-03-19 04:04:01.489672,Tattoo Parlor,Expense,35.9,Tattoo Parlor,Entertainment
6086,2023-03-19 04:28:33.446657,Court Fees,Income,465.85,Court Fees,Legal Expenses
6087,2023-03-19 05:33:38.053289,Investment Income,Income,238.51,Investment Income,Investments
6088,2023-03-19 05:47:03.485989,Tutoring Services,Expense,343.6,Tutoring Services,Education
6089,2023-03-19 09:00:36.687211,Loan Repayment,Income,129.76,Loan Repayment,Finance
6090,2023-03-19 09:55:14.767890,Property Tax,Income,373.75,,
6091,2023-03-19 11:29:24.286648,Yacht Charter,Income,290.74,Yacht Charter,Travel
6092,2023-03-19 11:40:05.255953,Notary Service,Income,393.88,Notary Service,Services
6093,2023-03-19 11:52:18.482986,Ski Resort,Expense,484.68,Ski Resort,Leisure
6094,2023-03-19 13:51:24.373208,Internet Bill,Expense,170.51,Internet Bill,Utilities
6095,2023-03-19 15:06:46.687610,Holiday Shopping,Income,353.6,Holiday Shopping,Shopping
6096,2023-03-19 15:53:33.952179,Festival Tickets,Expense,380.65,Festival Tickets,Entertainment
6097,2023-03-19 19:54:45.221859,Lottery Ticket,Expense,408.72,Lottery Ticket,Entertainment
6098,2023-03-19 19:56:06.312718,Streaming Rental,Income,66.22,,
6099,2023-03-19 21:37:46.164431,Business Expense,Expense,432.51,Business Expense,Business
6100,2023-03-20 02:22:39.501617,Online Marketplace,Income,419.44,Online Marketplace,E-commerce
6101,2023-03-20 04:20:33.157648,Yoga Class,Expense,115.44,Yoga Class,Fitness
6102,2023-03-20 05:17:12.685977,Course Fees,Income,32.06,Course Fees,Education
6103,2023-03-20 07:59:53.215398,Restaurant Dining,Expense,268.79,,
6104,2023-03-20 08:12:48.831300,Debt Collection,Expense,107.79,Debt Collection,Financial Obligations
6105,2023-03-20 14:49:25.776341,Vehicle Insurance,Expense,369.57,Vehicle Insurance,Transportation
6106,2023-03-20 16:47:13.394305,Tattoo Parlor,Expense,460.21,Tattoo Parlor,Entertainment
6107,2023-03-20 18:29:46.524925,New Car Purchase,Expense,450.16,,
6108,2023-03-20 18:49:12.667645,Vet Bill,Income,56.82,Vet Bill,Pet Care
6109,2023-03-20 19:19:58.746622,Donation to Charity,Income,418.33,,
6110,2023-03-20 22:57:13.185073,Vacation Home Rental,Income,216.26,Vacation Home Rental,Accommodation
6111,2023-03-20 23:34:08.240498,Hunting License,Income,446.92,Hunting License,Leisure
6112,2023-03-21 04:35:43.550977,Yoga Class,Income,453.58,Yoga Class,Fitness
6113,2023-03-21 05:14:55.179825,Freelance Work,Income,393.08,Freelance Work,Business
6114,2023-03-21 05:50:13.159352,Textbooks,Income,325.78,Textbooks,Education
6115,2023-03-21 05:57:40.616174,Private Jet Rental,Income,228.96,Private Jet Rental,Travel
6116,2023-03-21 06:38:57.810173,Streaming Rental,Expense,74.0,,
6117,2023-03-21 10:32:19.380579,Donation to Charity,Expense,473.09,,
6118,2023-03-21 11:25:02.246854,Toll Road Fee,Expense,381.07,Toll Road Fee,Transportation
6119,2023-03-21 13:16:46.666436,Bail Bond Payment,Income,289.46,,
6120,2023-03-21 16:35:23.757361,Course Fees,Expense,107.42,Course Fees,Education
6121,2023-03-21 17:11:04.492758,Electricity Bill,Expense,341.04,Electricity Bill,Utilities
6122,2023-03-21 17:47:43.363788,Water Bill,Expense,321.49,Water Bill,Utilities
6123,2023-03-21 22:49:27.616549,Meal Delivery,Income,78.26,Meal Delivery,Food and Drinks
6124,2023-03-21 23:34:37.229267,Digital Download,Income,320.74,Digital Download,Software/Purchases
6125,2023-03-22 01:03:19.793835,Private Jet Rental,Income,302.55,Private Jet Rental,Travel
6126,2023-03-22 05:28:59.666491,Subscription Box,Expense,319.82,Subscription Box,Subscriptions
6127,2023-03-22 05:42:23.402771,Car Fuel,Expense,128.01,Car Fuel,Transportation
6128,2023-03-22 06:42:55.027339,Personal Trainer,Income,491.9,Personal Trainer,Fitness
6129,2023-03-22 11:48:48.129228,Bicycle Repair,Income,76.02,Bicycle Repair,Maintenance
6130,2023-03-22 13:51:21.279250,Job Board Fee,Expense,166.3,Job Board Fee,Career Development
6131,2023-03-22 14:00:29.379694,Restaurant Takeout,Income,404.42,Restaurant Takeout,Food and Drinks
6132,2023-03-22 14:23:01.527887,Yacht Charter,Expense,328.24,Yacht Charter,Travel
6133,2023-03-22 16:48:51.609926,Side Gig Income,Expense,52.27,Side Gig Income,Side Hustle
6134,2023-03-22 18:38:32.171954,Sales Tax,Income,496.3,Sales Tax,Taxes
6135,2023-03-22 21:01:18.459652,Trust Fund Contribution,Expense,451.93,Trust Fund Contribution,Investment
6136,2023-03-23 01:27:51.569964,Office Supplies,Income,145.3,Office Supplies,Office Expenses
6137,2023-03-23 03:36:26.216948,Prescription Meds,Income,427.4,Prescription Meds,Health and Wellness
6138,2023-03-23 04:25:24.995749,Car Repair,Expense,437.99,,
6139,2023-03-23 04:49:15.828047,Wire Transfer Fee,Income,275.52,Wire Transfer Fee,Banking
6140,2023-03-23 08:58:41.436418,Fitness Equipment,Income,332.19,Fitness Equipment,Home Gym
6141,2023-03-23 09:53:09.337493,Concert Tickets,Expense,271.52,Concert Tickets,Entertainment
6142,2023-03-23 12:19:17.967204,Plumbing Service,Expense,42.39,,
6143,2023-03-23 13:26:25.594032,Sales Tax,Income,9.73,Sales Tax,Taxes
6144,2023-03-23 16:50:59.856330,Snow Removal,Income,131.6,Snow Removal,Maintenance
6145,2023-03-23 19:39:24.947196,Car Repair,Expense,149.4,,
6146,2023-03-23 20:17:08.444309,Computer Purchase,Expense,140.62,Computer Purchase,Electronics
6147,2023-03-23 21:20:46.394441,Hardware Store,Income,126.74,Hardware Store,Hardware/Paint
6148,2023-03-23 21:43:56.417145,Consulting Income,Income,464.53,Consulting Income,Side Gig
6149,2023-03-23 21:59:17.066982,Weekend Getaway,Expense,280.28,Weekend Getaway,Travel
6150,2023-03-23 22:29:01.241275,Theater Tickets,Income,31.27,Theater Tickets,Leisure
6151,2023-03-24 00:24:01.563328,Investment Brokerage Fee,Expense,273.18,,
6152,2023-03-24 00:49:51.540062,Pest Control,Income,193.36,Pest Control,Maintenance
6153,2023-03-24 03:39:55.348412,Software Subscription,Expense,208.24,Software Subscription,Software/Purchases
6154,2023-03-24 04:23:48.563581,Foreign Transaction Fee,Expense,261.93,Foreign Transaction Fee,Credit Card Fees
6155,2023-03-24 08:39:40.902449,Travel Insurance,Income,329.56,,
6156,2023-03-24 09:35:49.447417,Theater Tickets,Income,160.71,Theater Tickets,Leisure
6157,2023-03-24 13:57:15.216876,Home Cleaning,Expense,108.38,Home Cleaning,Maintenance
6158,2023-03-24 14:59:16.157569,Accountant Fees,Income,127.82,Accountant Fees,Services
6159,2023-03-24 16:51:29.508968,Credit Report Fee,Income,491.64,Credit Report Fee,Finance
6160,2023-03-24 19:37:03.017724,Window Cleaning,Expense,82.05,,
6161,2023-03-24 22:31:54.549452,Textbooks,Expense,438.65,Textbooks,Education
6162,2023-03-24 23:38:38.193839,Furniture Purchase,Expense,124.61,,
6163,2023-03-25 06:03:11.876194,Subscription Box,Income,124.25,Subscription Box,Subscriptions
6164,2023-03-25 06:42:17.841663,Sewer Bill,Expense,309.18,Sewer Bill,Utilities
6165,2023-03-25 08:17:40.683232,Parking Fee,Income,109.36,Parking Fee,Transportation
6166,2023-03-25 11:21:50.363529,Garden Center,Expense,141.62,Garden Center,Gardening
6167,2023-03-25 13:25:43.198182,Car Loan Payment,Expense,217.55,Car Loan Payment,Finance
6168,2023-03-25 18:03:02.236348,Moving Service,Expense,178.0,Moving Service,Moving
6169,2023-03-25 18:12:48.336197,Snowmobile Rental,Expense,285.86,Snowmobile Rental,Sport and Fitness
6170,2023-03-25 19:02:12.166470,Car Wash,Income,158.9,Car Wash,Vehicle Maintenance
6171,2023-03-25 19:28:06.307770,Bank Service Charge,Income,463.73,Bank Service Charge,Banking Fees
6172,2023-03-25 21:59:51.404590,Sales Tax,Income,349.21,Sales Tax,Taxes
6173,2023-03-25 23:33:44.345756,Laundry Service,Expense,451.49,Laundry Service,Household
6174,2023-03-26 03:26:24.559692,Restaurant Dining,Expense,452.93,,
6175,2023-03-26 06:13:24.506145,Home Insurance,Expense,76.06,Home Insurance,Insurance
6176,2023-03-26 07:57:03.858432,Vet Bill,Expense,184.55,Vet Bill,Pet Care
6177,2023-03-26 08:00:54.028612,Museum Tickets,Expense,263.89,Museum Tickets,Leisure
6178,2023-03-26 12:14:57.322350,Cabin Rental,Income,264.4,Cabin Rental,Vacation
6179,2023-03-26 14:34:02.940312,Resume Service,Expense,30.45,Resume Service,Career Development
6180,2023-03-26 15:52:16.880322,Tattoo Parlor,Income,451.37,Tattoo Parlor,Entertainment
6181,2023-03-26 17:01:07.021235,Luxury Hotel Stay,Income,79.39,Luxury Hotel Stay,Travel
6182,2023-03-26 17:51:55.661789,Festival Tickets,Expense,234.32,Festival Tickets,Entertainment
6183,2023-03-26 18:05:45.817343,Outdoor Equipment,Expense,48.35,,
6184,2023-03-26 18:34:49.796649,Boat Rental,Expense,96.44,Boat Rental,Leisure Activity
6185,2023-03-26 20:04:14.095424,Bank Service Charge,Income,323.52,Bank Service Charge,Banking Fees
6186,2023-03-26 23:15:02.986875,Flight Ticket,Income,342.56,,
6187,2023-03-27 00:18:55.359881,Home Improvement,Income,435.07,Home Improvement,Renovation
6188,2023-03-27 04:09:53.219018,Tutoring Services,Expense,450.3,Tutoring Services,Education
6189,2023-03-27 04:44:34.272752,Sewer Bill,Income,86.99,Sewer Bill,Utilities
6190,2023-03-27 04:45:24.996243,Hotel Stay,Expense,304.98,Hotel Stay,Accommodation
6191,2023-03-27 05:45:35.466637,Phone Accessory,Expense,185.4,Phone Accessory,Electronics
6192,2023-03-27 07:55:05.127083,Department Store,Income,108.96,Department Store,Shopping
6193,2023-03-27 12:35:55.864980,Sales Tax,Expense,69.03,Sales Tax,Taxes
6194,2023-03-27 14:16:16.849037,Fishing License,Expense,303.0,,
6195,2023-03-27 14:18:56.144811,Credit Card Payment,Expense,327.18,Credit Card Payment,Finance
6196,2023-03-27 15:48:28.217956,Snowmobile Rental,Income,211.86,Snowmobile Rental,Sport and Fitness
6197,2023-03-27 17:26:14.621315,ATM Fee,Income,228.79,,
6198,2023-03-27 19:02:16.674249,Course Fees,Income,446.81,Course Fees,Education
6199,2023-03-27 20:46:05.723209,Firewood,Expense,71.0,Firewood,Home Maintenance
6200,2023-03-27 20:55:45.627283,Debt Collection,Income,395.65,Debt Collection,Financial Obligations
6201,2023-03-27 23:33:16.205966,Career Counseling,Expense,246.01,Career Counseling,Career Development
6202,2023-03-27 23:48:41.217633,Tutoring Services,Income,39.33,Tutoring Services,Education
6203,2023-03-28 04:38:26.750710,Software Subscription,Income,387.54,Software Subscription,Software/Purchases
6204,2023-03-28 06:12:19.501101,Restaurant Takeout,Expense,11.19,Restaurant Takeout,Food and Drinks
6205,2023-03-28 10:32:02.504994,Golf Club Membership,Expense,277.16,Golf Club Membership,Sport and Fitness
6206,2023-03-28 10:51:57.036812,Vehicle Insurance,Income,27.64,Vehicle Insurance,Transportation
6207,2023-03-28 12:58:25.771868,Used Car Purchase,Income,185.85,Used Car Purchase,Transportation
6208,2023-03-28 17:58:57.277247,Office Supplies,Expense,454.29,Office Supplies,Office Expenses
6209,2023-03-28 18:52:36.035589,Home Renovation,Income,258.33,Home Renovation,Home Maintenance
6210,2023-03-29 02:58:19.866534,Plumbing Service,Income,69.51,,
6211,2023-03-29 03:12:23.339952,Consulting Income,Expense,242.09,Consulting Income,Side Gig
6212,2023-03-29 07:29:03.801158,Parking Fee,Expense,341.24,Parking Fee,Transportation
6213,2023-03-29 07:53:02.439053,Sewer Bill,Expense,258.74,Sewer Bill,Utilities
6214,2023-03-29 10:56:11.537664,Subscription Box,Income,298.4,Subscription Box,Subscriptions
6215,2023-03-29 12:17:26.320207,Therapist Session,Income,115.8,Therapist Session,Health and Wellness
6216,2023-03-29 14:24:25.611661,Vacation Home Rental,Income,36.34,Vacation Home Rental,Accommodation
6217,2023-03-29 15:05:12.949447,Student Loan Payment,Income,259.45,Student Loan Payment,Loans
6218,2023-03-29 17:03:31.447926,Golf Course,Expense,170.51,Golf Course,Sport and Fitness
6219,2023-03-30 02:17:52.794197,Course Fees,Income,238.0,Course Fees,Education
6220,2023-03-30 06:22:42.753814,Side Gig Income,Income,412.12,Side Gig Income,Side Hustle
6221,2023-03-30 07:00:28.823095,Personal Trainer,Income,465.29,Personal Trainer,Fitness
6222,2023-03-30 08:06:03.445484,Day Spa,Expense,106.6,Day Spa,Health and Wellness
6223,2023-03-30 08:59:59.327986,Online Coaching,Expense,31.29,Online Coaching,Education
6224,2023-03-30 11:57:26.673302,Hotel Stay,Expense,178.86,Hotel Stay,Accommodation
6225,2023-03-30 12:34:57.542310,Prescription Meds,Expense,272.34,Prescription Meds,Health and Wellness
6226,2023-03-30 16:53:43.870098,Credit Card Payment,Expense,455.65,Credit Card Payment,Finance
6227,2023-03-30 22:42:04.625484,Subscription Renewal,Income,495.11,Subscription Renewal,Subscriptions
6228,2023-03-31 00:21:58.421272,Overdraft Fee,Income,205.11,Overdraft Fee,Banking Fees
6229,2023-03-31 04:44:33.745324,Freight Shipping,Expense,230.53,,
6230,2023-03-31 07:11:42.022484,Cell Phone Purchase,Income,11.03,Cell Phone Purchase,Electronics
6231,2023-03-31 07:34:24.216299,Streaming Service,Expense,98.3,,
6232,2023-03-31 07:42:45.302393,Grocery Delivery,Income,242.99,Grocery Delivery,Food and Drinks
6233,2023-03-31 08:03:41.680181,Course Fees,Expense,316.6,Course Fees,Education
6234,2023-03-31 08:04:40.427888,Restaurant Takeout,Income,98.96,Restaurant Takeout,Food and Drinks
6235,2023-03-31 08:16:46.523798,Monthly Rent,Expense,285.0,Monthly Rent,Rent
6236,2023-03-31 08:21:19.562663,Bicycle Repair,Income,205.42,Bicycle Repair,Maintenance
6237,2023-03-31 12:14:40.358284,Online Course,Expense,240.39,Online Course,Education
6238,2023-03-31 14:19:17.175749,Legal Fees,Expense,75.08,Legal Fees,Services
6239,2023-03-31 15:37:26.344935,Prescription Meds,Income,416.01,Prescription Meds,Health and Wellness
6240,2023-03-31 16:04:32.932861,Retirement Contribution,Expense,105.43,Retirement Contribution,Savings
6241,2023-03-31 18:27:15.449234,Notary Service,Income,224.46,Notary Service,Services
6242,2023-03-31 19:55:07.540074,Netflix Subscription,Income,65.65,Netflix Subscription,Entertainment
6243,2023-03-31 20:59:15.316924,Funeral Expenses,Expense,469.26,Funeral Expenses,Bereavement
6244,2023-03-31 21:38:48.138155,Property Tax,Income,462.94,,
6245,2023-03-31 22:02:53.184942,Overdraft Fee,Expense,290.37,Overdraft Fee,Banking Fees
6246,2023-04-01 02:08:34.210154,Donation to Charity,Expense,343.75,,
6247,2023-04-01 03:47:49.099997,Computer Purchase,Expense,371.97,Computer Purchase,Electronics
6248,2023-04-01 07:31:00.432464,Event Registration,Income,413.84,,
6249,2023-04-01 08:33:35.703490,Streaming Service,Expense,48.66,,
6250,2023-04-01 09:17:05.954598,Hair Salon,Income,100.62,,
6251,2023-04-01 10:46:14.617126,Library Fee,Income,171.59,Library Fee,Education Access
6252,2023-04-01 10:59:00.409098,Foreign Transaction Fee,Expense,265.51,Foreign Transaction Fee,Credit Card Fees
6253,2023-04-01 14:31:24.534867,Theater Tickets,Income,478.9,Theater Tickets,Leisure
6254,2023-04-01 16:05:56.092478,Funeral Expenses,Expense,102.5,Funeral Expenses,Bereavement
6255,2023-04-01 17:40:36.810349,Walmart Groceries,Income,310.02,Walmart Groceries,Grocery Shopping
6256,2023-04-01 18:44:58.029487,Credit Card Payment,Income,487.04,Credit Card Payment,Finance
6257,2023-04-01 19:08:19.759709,Electrician Service,Income,307.82,Electrician Service,Maintenance
6258,2023-04-01 20:09:21.918398,Home Appliance,Income,233.18,,
6259,2023-04-01 20:39:05.246727,Legal Fees,Income,23.11,Legal Fees,Services
6260,2023-04-01 21:24:54.461275,Concert Tickets,Expense,273.37,Concert Tickets,Entertainment
6261,2023-04-01 22:54:13.120991,Home Improvement,Expense,156.51,Home Improvement,Renovation
6262,2023-04-01 23:14:07.364882,Parking Fee,Income,220.18,Parking Fee,Transportation
6263,2023-04-01 23:39:45.707347,Online Marketplace,Income,191.15,Online Marketplace,E-commerce
6264,2023-04-02 01:54:31.337790,Birthday Gift,Income,314.1,Birthday Gift,Personal
6265,2023-04-02 02:56:43.851320,Home Renovation,Expense,339.62,Home Renovation,Home Maintenance
6266,2023-04-02 07:07:35.216655,Sewer Bill,Income,201.24,Sewer Bill,Utilities
6267,2023-04-02 07:40:07.725054,Amazon Purchase,Income,157.92,Amazon Purchase,Shopping
6268,2023-04-02 07:42:50.434804,Debt Collection,Income,139.23,Debt Collection,Financial Obligations
6269,2023-04-02 09:54:34.608980,ATM Fee,Expense,427.71,,
6270,2023-04-02 11:22:52.663056,Medical Checkup,Income,398.34,Medical Checkup,Health and Wellness
6271,2023-04-02 12:30:49.682284,HVAC Maintenance,Income,222.89,,
6272,2023-04-02 14:25:55.029422,Retirement Contribution,Expense,318.72,Retirement Contribution,Savings
6273,2023-04-02 15:31:47.615196,Sporting Goods,Expense,172.69,Sporting Goods,Sport and Fitness
6274,2023-04-02 16:37:06.360286,Home Renovation,Income,367.53,Home Renovation,Home Maintenance
6275,2023-04-02 17:14:32.656463,Restaurant Takeout,Income,141.42,Restaurant Takeout,Food and Drinks
6276,2023-04-02 19:19:26.447687,Investment Brokerage Fee,Income,253.11,,
6277,2023-04-02 19:25:47.919802,Car Wash,Income,117.58,Car Wash,Vehicle Maintenance
6278,2023-04-02 22:15:19.653412,Insurance Payment,Income,260.12,Insurance Payment,Insurance Premiums
6279,2023-04-02 22:41:04.180487,Online Course,Income,362.57,Online Course,Education
6280,2023-04-03 00:05:50.330087,Car Fuel,Income,273.16,Car Fuel,Transportation
6281,2023-04-03 00:12:47.889038,Boat Rental,Expense,412.04,Boat Rental,Leisure Activity
6282,2023-04-03 00:49:15.950157,Grocery Delivery,Expense,461.14,Grocery Delivery,Food and Drinks
6283,2023-04-03 00:57:31.362644,Toll Road Fee,Income,264.39,Toll Road Fee,Transportation
6284,2023-04-03 02:30:47.887955,Roof Repair,Income,353.33,Roof Repair,Maintenance
6285,2023-04-03 05:43:46.722269,Consulting Income,Income,35.62,Consulting Income,Side Gig
6286,2023-04-03 06:58:45.146076,Car Repair,Expense,381.4,,
6287,2023-04-03 07:19:43.313288,Septic Tank Service,Expense,87.27,Septic Tank Service,Maintenance
6288,2023-04-03 13:53:08.377622,Parking Fee,Expense,222.23,Parking Fee,Transportation
6289,2023-04-03 16:45:27.050440,Resume Service,Expense,198.05,Resume Service,Career Development
6290,2023-04-03 20:00:43.302390,Video Game,Income,149.73,Video Game,Entertainment
6291,2023-04-03 20:59:09.613015,Lottery Ticket,Expense,265.76,Lottery Ticket,Entertainment
6292,2023-04-03 21:27:36.900710,Boat Rental,Expense,434.5,Boat Rental,Leisure Activity
6293,2023-04-03 23:40:39.495903,Snow Removal,Expense,240.53,Snow Removal,Maintenance
6294,2023-04-04 01:43:46.254278,Retirement Contribution,Income,180.9,Retirement Contribution,Savings
6295,2023-04-04 06:36:19.459482,Meal Delivery,Expense,414.31,Meal Delivery,Food and Drinks
6296,2023-04-04 07:25:43.855464,Golf Club Membership,Expense,480.51,Golf Club Membership,Sport and Fitness
6297,2023-04-04 11:22:21.977749,Bank Service Charge,Income,408.29,Bank Service Charge,Banking Fees
6298,2023-04-04 15:06:27.126785,Fishing License,Expense,418.29,,
6299,2023-04-04 17:40:34.923450,Cell Phone Purchase,Income,118.92,Cell Phone Purchase,Electronics
6300,2023-04-04 18:14:01.478878,Bank Service Charge,Income,482.86,Bank Service Charge,Banking Fees
6301,2023-04-04 20:41:21.382873,Theater Tickets,Income,315.08,Theater Tickets,Leisure
