Date,Name / Description,Expense/Income,Amount (EUR)
2022-10-11 22:43:28.809508,Online Course,Income,483.99
2022-10-12 00:01:48.221179,Car Fuel,Income,103.03
2022-10-12 03:27:28.447335,School Supplies,Income,470.42
2022-10-12 04:44:57.319635,Digital Download,Income,286.1
2022-10-12 05:57:58.753791,Side Gig Income,Expense,270.52
2022-10-12 06:31:17.035247,Library Fee,Expense,290.88
2022-10-12 07:19:37.043393,Hunting License,Income,277.74
2022-10-12 08:30:42.102571,Wedding Gift,Expense,352.12
2022-10-12 08:32:33.055262,Parking Fee,Expense,173.57
2022-10-12 08:40:23.642334,Sewer Bill,Expense,288.96
2022-10-12 09:16:20.178643,Job Board Fee,Expense,184.46
2022-10-12 11:45:35.202739,Sporting Event,Expense,267.07
2022-10-12 13:56:06.328545,Trust Fund Contribution,Income,470.98
2022-10-12 14:38:34.992602,Trash Collection,Expense,293.97
2022-10-12 14:54:01.690577,Laundry Service,Expense,325.64
2022-10-12 15:54:17.751781,Weekend Getaway,Income,359.08
2022-10-12 18:39:37.123635,Electricity Bill,Expense,258.8
2022-10-12 19:22:51.849663,Phone Accessory,Income,141.45
2022-10-12 19:51:28.526447,Trash Collection,Income,413.85
2022-10-12 19:55:48.997317,Medical Expense,Income,342.91
2022-10-12 22:56:22.274287,Anniversary Gift,Income,443.78
2022-10-13 02:31:01.472087,Museum Tickets,Income,62.07
2022-10-13 02:46:40.285958,Book Purchase,Income,434.35
2022-10-13 03:06:13.501661,Side Gig Income,Income,263.34
2022-10-13 05:06:17.216578,Home Renovation,Income,421.31
2022-10-13 06:42:57.878538,Travel Insurance,Expense,364.07
2022-10-13 07:16:35.130947,Sales Tax,Income,203.67
2022-10-13 07:16:55.403063,Spotify Subscription,Expense,27.6
2022-10-13 11:57:45.388997,Job Board Fee,Income,13.9
2022-10-13 13:46:02.826641,Luxury Purchase,Income,58.0
2022-10-13 15:57:46.965138,Phone Bill,Expense,214.15
2022-10-13 16:58:32.319324,Lottery Ticket,Expense,111.3
2022-10-13 18:38:42.221526,School Supplies,Income,397.78
2022-10-13 23:25:42.187768,Restaurant Takeout,Expense,247.75
2022-10-13 23:31:21.404558,Investment Brokerage Fee,Expense,258.03
2022-10-14 01:48:40.957614,Investment Brokerage Fee,Expense,19.51
2022-10-14 03:09:03.812164,Bowling Alley,Expense,347.06
2022-10-14 05:29:49.851942,Bowling Alley,Income,126.45
2022-10-14 05:31:56.115887,Amazon Purchase,Income,425.55
2022-10-14 08:16:21.943179,Restaurant Dining,Income,465.49
2022-10-14 08:25:26.626706,Subscription Box,Income,222.42
2022-10-14 08:56:45.584498,Savings Deposit,Expense,39.9
2022-10-14 09:14:38.598914,Luxury Car Lease,Income,189.19
2022-10-14 09:55:24.221825,Bicycle Repair,Income,282.7
2022-10-14 13:05:42.872026,Funeral Expenses,Income,72.75
2022-10-14 13:20:40.410764,Credit Report Fee,Income,37.11
2022-10-14 16:14:36.888408,Snow Removal,Expense,127.84
2022-10-14 16:35:11.741428,Cell Phone Purchase,Expense,27.78
2022-10-14 17:29:14.024585,Luxury Purchase,Expense,144.55
2022-10-14 20:34:27.049884,Spotify Subscription,Expense,146.41
2022-10-14 22:48:04.846600,Job Board Fee,Expense,256.14
2022-10-15 01:51:51.660956,Medical Expense,Expense,166.73
2022-10-15 06:15:05.322411,Pet Grooming,Income,493.98
2022-10-15 06:51:12.378320,Retirement Contribution,Expense,15.04
2022-10-15 08:03:38.877989,Digital Download,Expense,60.38
2022-10-15 11:01:31.634809,Personal Trainer,Expense,176.87
2022-10-15 12:50:07.913360,Medical Checkup,Income,89.41
2022-10-15 16:25:34.133113,Pharmacy,Expense,158.13
2022-10-15 16:47:28.088293,Membership Fee,Income,350.68
2022-10-15 17:06:39.073089,Health Insurance,Income,8.89
2022-10-15 19:37:16.812794,Daycare Fees,Income,229.88
2022-10-15 21:16:46.712787,Event Registration,Expense,184.27
2022-10-15 21:45:45.061149,Business Supplies,Expense,149.98
2022-10-15 22:13:45.271740,Software Subscription,Expense,334.29
2022-10-16 00:02:18.124843,Travel Insurance,Income,166.15
2022-10-16 04:29:52.034798,Loan Repayment,Expense,276.36
2022-10-16 06:53:10.929698,Online Coaching,Income,147.82
2022-10-16 07:01:40.043475,Private Jet Rental,Expense,79.9
2022-10-16 08:07:40.621808,Prescription Meds,Expense,238.54
2022-10-16 12:02:12.129571,Mortgage Payment,Expense,245.32
2022-10-16 13:03:43.279064,Septic Tank Service,Expense,42.47
2022-10-16 13:03:59.337079,Meal Delivery,Income,398.37
2022-10-16 13:04:13.420925,Online Coaching,Expense,183.56
2022-10-16 16:18:31.325584,Credit Card Payment,Expense,100.81
2022-10-16 17:16:44.433687,Trust Fund Contribution,Income,439.81
2022-10-16 20:10:12.355774,Car Repair,Expense,249.97
2022-10-16 20:36:53.319519,Career Counseling,Expense,463.58
2022-10-16 20:43:13.167969,Job Training Fee,Expense,332.63
2022-10-16 22:53:07.062986,School Supplies,Income,123.17
2022-10-16 23:15:05.453697,Bank Service Charge,Income,295.19
2022-10-17 03:41:50.531679,Grocery Store,Income,299.13
2022-10-17 05:46:33.112001,Foreign Transaction Fee,Income,454.63
2022-10-17 08:04:32.897750,Gifts & Cards,Expense,412.66
2022-10-17 08:39:08.313108,Background Check,Expense,253.6
2022-10-17 08:56:51.355539,Legal Fees,Expense,66.27
2022-10-17 10:42:34.291523,Credit Card Payment,Expense,450.98
2022-10-17 13:05:14.466551,Sewer Bill,Income,329.67
2022-10-17 17:51:27.996581,Moving Service,Expense,479.28
2022-10-17 19:37:02.296460,Outdoor Equipment,Expense,142.6
2022-10-17 19:40:28.995729,Concert Tickets,Expense,328.1
2022-10-18 00:14:06.417601,Lottery Ticket,Expense,27.41
2022-10-18 01:08:00.448733,Birthday Gift,Expense,392.47
2022-10-18 01:17:58.901135,Pet Supplies,Expense,129.75
2022-10-18 04:58:14.032453,Wire Transfer Fee,Expense,378.11
2022-10-18 05:40:41.294966,Retirement Contribution,Income,196.4
2022-10-18 06:34:14.064889,Notary Service,Income,270.61
2022-10-18 07:11:22.563245,Vacation Package,Expense,364.86
2022-10-18 08:33:06.701499,Golf Club Membership,Expense,129.98
2022-10-18 08:46:24.469731,Charity Event,Income,87.75
2022-10-18 11:39:17.113403,Bail Bond Payment,Expense,115.72
2022-10-18 12:37:44.564714,Side Gig Income,Expense,245.74
2022-10-18 15:08:29.175886,Spotify Subscription,Income,25.53
2022-10-18 15:31:41.482211,Medical Checkup,Income,364.75
2022-10-18 19:27:22.873847,Pharmacy,Income,425.98
2022-10-18 19:41:25.504470,Theater Tickets,Income,163.13
2022-10-18 22:53:29.733573,Pet Grooming,Income,239.58
2022-10-19 02:53:05.113887,Internet Bill,Income,73.6
2022-10-19 04:25:02.834471,Streaming Service,Expense,143.22
2022-10-19 04:29:30.622363,Charity Event,Expense,453.02
2022-10-19 07:41:46.105215,Property Tax,Expense,146.43
2022-10-19 08:48:28.052753,Festival Tickets,Income,243.21
2022-10-19 12:13:51.334283,Car Fuel,Expense,429.61
2022-10-19 12:21:45.903008,Home Renovation,Income,82.83
2022-10-19 15:21:03.903182,Video Game,Expense,214.78
2022-10-19 17:59:06.113360,Trash Collection,Expense,466.45
2022-10-19 19:52:07.197349,Electricity Bill,Income,78.87
2022-10-19 21:26:26.909619,Luxury Hotel Stay,Expense,432.83
2022-10-20 00:11:44.154144,Spotify Subscription,Expense,322.63
2022-10-20 00:46:05.104197,Spotify Subscription,Expense,113.55
2022-10-20 01:40:56.786029,Vacation Home Rental,Expense,374.58
2022-10-20 03:20:23.394574,Photography Service,Income,83.5
2022-10-20 03:32:18.157994,Childcare Services,Expense,192.49
2022-10-20 05:40:16.583298,Yoga Class,Expense,387.75
2022-10-20 10:34:28.994768,Car Loan Payment,Income,462.42
2022-10-20 12:51:00.611181,Real Estate Agent Fee,Income,337.77
2022-10-20 15:36:12.768266,School Supplies,Expense,94.21
2022-10-20 16:03:01.200160,Side Gig Income,Income,79.23
2022-10-20 17:00:07.762079,Real Estate Agent Fee,Income,225.52
2022-10-20 19:17:00.925465,Massage Therapy,Income,190.86
2022-10-20 19:50:48.734718,Landscaping,Income,251.96
2022-10-20 21:31:43.505760,Background Check,Income,445.37
2022-10-20 22:02:20.430606,Restaurant Takeout,Income,499.84
2022-10-21 00:40:12.044452,Hair Salon,Income,180.18
2022-10-21 01:32:33.531168,Investment Brokerage Fee,Income,110.99
2022-10-21 02:34:59.801952,Wedding Gift,Income,342.48
2022-10-21 08:19:28.237028,Therapist Session,Expense,337.37
2022-10-21 10:12:54.577162,Pest Control,Income,40.45
2022-10-21 12:47:11.287886,Fishing License,Expense,230.91
2022-10-21 14:34:43.930381,Bail Bond Payment,Expense,17.54
2022-10-21 17:48:25.840352,Court Fees,Income,407.31
2022-10-21 20:58:13.311472,Court Fees,Income,256.07
2022-10-21 22:18:03.579453,Computer Purchase,Expense,438.11
2022-10-21 23:06:59.318950,Massage Therapy,Expense,46.45
2022-10-22 02:11:05.978998,Theater Tickets,Expense,397.47
2022-10-22 04:36:11.805313,Amazon Purchase,Income,377.02
2022-10-22 06:20:08.081866,Museum Tickets,Income,360.57
2022-10-22 10:51:27.013779,Prescription Meds,Expense,289.28
2022-10-22 11:18:01.907376,Water Bill,Income,498.38
2022-10-22 11:37:20.618345,Event Registration,Income,75.96
2022-10-22 11:47:18.911862,Etsy Purchase,Income,367.13
2022-10-22 16:32:58.371330,Client Meeting Expense,Expense,432.34
2022-10-22 17:26:27.156518,Hotel Stay,Expense,75.42
2022-10-22 20:13:21.252871,Coffee Shop,Income,59.17
2022-10-22 20:40:09.177596,Investment Income,Expense,425.56
2022-10-22 22:05:55.820879,Retirement Contribution,Income,301.78
2022-10-22 22:10:16.489671,Online Course,Income,490.68
2022-10-23 01:54:12.639458,Personal Loan Payment,Expense,181.32
2022-10-23 07:28:57.333088,Walmart Groceries,Expense,303.24
2022-10-23 07:37:38.682891,Hair Salon,Expense,188.4
2022-10-23 11:39:45.685818,Babysitting Service,Expense,73.0
2022-10-23 13:46:12.417660,Resume Service,Expense,349.53
2022-10-23 13:51:49.366421,Pet Supplies,Income,117.79
2022-10-23 14:45:55.614740,Student Loan Payment,Income,20.42
2022-10-23 17:22:20.418667,Travel Insurance,Income,311.7
2022-10-23 17:52:55.002906,Resume Service,Income,296.39
2022-10-23 19:44:35.186570,Grocery Delivery,Income,385.32
2022-10-23 19:45:59.491875,Outdoor Equipment,Income,310.82
2022-10-23 20:36:54.632990,Health Insurance,Income,22.86
2022-10-23 23:56:50.363635,Cabin Rental,Income,18.14
2022-10-24 00:31:04.366872,Prescription Meds,Income,395.49
2022-10-24 05:09:43.965804,Income Tax Payment,Income,92.22
2022-10-24 05:26:31.182790,Video Game,Income,119.1
2022-10-24 06:13:30.233868,Court Fees,Income,224.14
2022-10-24 08:40:51.261569,Vacation Package,Expense,269.13
2022-10-24 10:11:23.781232,Medical Checkup,Income,416.05
2022-10-24 13:02:41.990673,Vehicle Insurance,Expense,141.42
2022-10-24 14:42:02.404572,Online Marketplace,Expense,178.02
2022-10-24 19:21:23.122753,Used Car Purchase,Income,138.47
2022-10-24 19:49:35.558387,Daycare Fees,Income,368.96
2022-10-24 21:48:35.027658,Outdoor Equipment,Expense,159.28
2022-10-25 02:59:02.985633,Sales Tax,Expense,140.32
2022-10-25 03:56:35.133225,Theater Tickets,Income,156.43
2022-10-25 04:19:11.190096,Freelance Work,Expense,393.61
2022-10-25 16:56:19.399931,Holiday Shopping,Income,302.23
2022-10-25 19:09:53.360591,Trash Collection,Expense,324.76
2022-10-25 20:40:33.407317,Camera Equipment,Income,461.1
2022-10-25 21:03:21.963714,Window Cleaning,Expense,247.18
2022-10-25 23:55:55.619599,School Supplies,Expense,217.04
2022-10-26 00:09:03.261770,Snowmobile Rental,Expense,98.14
2022-10-26 01:09:12.492846,Therapist Session,Expense,397.11
2022-10-26 03:57:57.052040,Plumbing Service,Income,106.08
2022-10-26 04:26:43.434905,Investment Brokerage Fee,Expense,401.51
2022-10-26 07:25:22.164912,Vacation Package,Expense,268.83
2022-10-26 08:15:52.058519,Tree Trimming,Income,105.39
2022-10-26 15:45:33.733640,Travel Insurance,Income,338.34
2022-10-26 16:40:40.888703,Massage Therapy,Income,189.1
2022-10-26 17:56:24.064076,Donation to Charity,Income,346.38
2022-10-26 18:00:19.479238,Dental Care,Expense,320.77
2022-10-26 20:03:43.330686,Personal Loan Payment,Expense,425.53
2022-10-26 23:02:26.873516,Water Bill,Expense,433.68
2022-10-27 01:54:48.788415,Pest Control,Income,248.83
2022-10-27 02:53:32.359752,Toll Road Fee,Income,173.44
2022-10-27 02:56:25.084388,Health Insurance,Income,119.77
2022-10-27 03:51:32.027221,ATM Fee,Income,299.15
2022-10-27 09:56:25.977068,Gas Station,Expense,489.27
2022-10-27 10:46:36.627553,Hiking Gear,Income,42.79
2022-10-27 11:56:56.905317,Gifts & Cards,Expense,433.17
2022-10-27 13:05:33.102699,Fitness Equipment,Expense,487.47
2022-10-27 16:33:00.866816,Restaurant Dining,Income,168.3
2022-10-27 16:44:44.284361,Massage Therapy,Expense,61.36
2022-10-27 18:51:50.616362,Festival Tickets,Expense,430.71
2022-10-27 19:12:30.314426,Theater Tickets,Income,212.96
2022-10-27 19:43:21.571803,Charity Event,Income,176.44
2022-10-28 03:02:08.545661,Home Insurance,Income,193.71
2022-10-28 04:10:07.645257,Travel Insurance,Expense,372.5
2022-10-28 05:52:39.986004,Textbooks,Expense,192.2
2022-10-28 07:07:13.174873,Trust Fund Contribution,Income,455.65
2022-10-28 08:15:21.061620,Wire Transfer Fee,Expense,420.44
2022-10-28 09:16:42.436399,Side Gig Income,Expense,22.29
2022-10-28 10:24:49.844431,Roof Repair,Expense,241.45
2022-10-28 10:52:11.735818,Debt Collection,Income,411.44
2022-10-28 11:55:04.017634,Trust Fund Contribution,Income,242.02
2022-10-28 13:17:08.281056,Monthly Rent,Income,184.04
2022-10-28 14:21:29.631902,Pharmacy,Expense,324.59
2022-10-28 15:46:29.013457,Hunting License,Expense,327.85
2022-10-28 15:48:17.313930,Vacation Home Rental,Income,115.44
2022-10-28 18:46:12.439050,Background Check,Income,118.85
2022-10-29 00:56:09.772009,Subscription Renewal,Expense,451.97
2022-10-29 02:11:15.005287,Cell Phone Purchase,Expense,119.99
2022-10-29 02:59:37.334846,Bank Service Charge,Expense,200.76
2022-10-29 05:14:46.836897,Electrician Service,Expense,387.36
2022-10-29 08:45:49.732994,Furniture Purchase,Expense,328.43
2022-10-29 10:44:48.702445,Investment Brokerage Fee,Expense,189.1
2022-10-29 12:01:53.723792,Spotify Subscription,Expense,13.47
2022-10-29 14:17:43.371922,Online Course,Income,106.88
2022-10-29 14:53:05.144644,Legal Fees,Expense,382.3
2022-10-29 15:06:30.170303,School Supplies,Income,156.02
2022-10-29 19:02:33.348364,Vet Bill,Expense,381.62
2022-10-29 20:17:02.381583,Massage Therapy,Income,32.24
2022-10-29 22:44:04.235852,Luxury Hotel Stay,Income,366.52
2022-10-30 00:50:31.666696,Laundry Service,Income,365.71
2022-10-30 06:04:51.723926,Day Spa,Expense,46.17
2022-10-30 06:24:11.126684,Retirement Contribution,Income,448.2
2022-10-30 10:58:29.799731,Car Repair,Expense,223.35
2022-10-30 11:46:03.910371,Car Registration,Income,411.78
2022-10-30 12:59:26.130508,Bank Service Charge,Expense,73.74
2022-10-30 13:45:47.027247,Day Spa,Income,467.73
2022-10-30 14:11:04.022765,Holiday Shopping,Expense,319.34
2022-10-30 14:13:11.604371,Online Course,Expense,68.4
2022-10-30 15:04:37.804472,Job Board Fee,Income,20.88
2022-10-30 17:49:14.233330,Job Board Fee,Income,488.23
2022-10-30 19:42:57.016397,Membership Fee,Expense,230.27
2022-10-30 23:30:31.076430,Prescription Meds,Income,482.08
2022-10-31 00:50:26.193292,Electricity Bill,Income,272.33
2022-10-31 03:11:22.649103,Movie Theater,Income,91.6
2022-10-31 10:32:17.169918,Camera Equipment,Income,67.42
2022-10-31 10:44:14.359416,Tree Trimming,Expense,217.9
2022-10-31 11:48:00.242132,Bank Service Charge,Expense,485.09
2022-10-31 12:30:38.324616,Debt Collection,Income,481.05
2022-10-31 12:57:44.000005,Subscription Renewal,Income,201.42
2022-10-31 14:59:39.271981,Spa Package,Expense,199.96
2022-10-31 15:43:31.374978,Legal Fees,Income,489.65
2022-10-31 16:14:34.407715,Storage Unit Rental,Expense,494.61
2022-10-31 21:04:23.879250,Bicycle Repair,Income,349.38
2022-10-31 21:24:05.139015,Natural Gas Bill,Expense,323.1
2022-10-31 22:14:33.842524,Online Course,Expense,213.49
2022-10-31 22:28:24.487540,Vehicle Insurance,Income,5.36
2022-11-01 00:53:09.060970,Business Supplies,Income,242.9
2022-11-01 03:57:07.981864,Spotify Subscription,Income,314.2
2022-11-01 05:22:06.190797,Childcare Services,Income,485.97
2022-11-01 05:39:50.597892,Septic Tank Service,Income,404.3
2022-11-01 05:53:24.431483,Theater Tickets,Expense,274.25
2022-11-01 08:21:11.085008,Dog Walker,Income,272.24
2022-11-01 11:52:00.769149,Walmart Groceries,Income,402.19
2022-11-01 13:20:10.846924,Sewer Bill,Income,461.57
2022-11-01 14:31:18.259154,Wire Transfer Fee,Expense,375.79
2022-11-01 19:04:33.211243,Clothing Store,Expense,257.26
2022-11-01 19:54:21.311996,Tutoring Services,Expense,229.24
2022-11-01 21:02:48.984518,Anniversary Gift,Income,477.29
2022-11-01 21:14:38.826088,Cell Phone Purchase,Income,282.55
2022-11-01 21:35:33.460967,Foreign Transaction Fee,Income,53.81
2022-11-01 22:02:40.313125,Luxury Hotel Stay,Expense,88.68
2022-11-02 00:33:26.641875,Pest Control,Expense,286.8
2022-11-02 04:15:21.031714,Tree Trimming,Income,169.35
2022-11-02 04:16:24.755016,Luxury Purchase,Income,391.77
2022-11-02 04:57:30.215185,Fishing License,Income,45.04
2022-11-02 07:04:39.300355,Window Cleaning,Income,485.23
2022-11-02 10:24:19.003932,HVAC Maintenance,Income,68.71
2022-11-02 10:59:10.821186,Book Purchase,Expense,468.24
2022-11-02 11:59:00.717531,Vet Bill,Expense,156.07
2022-11-02 12:27:00.503667,Luxury Purchase,Expense,326.62
2022-11-02 15:00:29.392522,Retirement Contribution,Expense,265.38
2022-11-02 16:09:55.761791,Dental Care,Expense,99.07
2022-11-02 21:13:01.539058,Side Gig Income,Expense,12.04
2022-11-02 23:27:13.224468,Festival Tickets,Income,286.45
2022-11-03 02:16:15.036659,Personal Loan Payment,Expense,77.46
2022-11-03 02:41:41.783827,Home Improvement,Expense,224.42
2022-11-03 04:33:50.791313,Garden Center,Expense,99.24
2022-11-03 06:35:38.428843,Furniture Purchase,Expense,310.76
2022-11-03 08:34:19.210700,Trash Collection,Expense,197.34
2022-11-03 12:56:56.148654,Fitness Equipment,Income,148.49
2022-11-03 16:17:15.410145,Subscription Renewal,Expense,252.82
2022-11-03 17:42:02.521716,Business Expense,Expense,201.17
2022-11-03 19:33:02.987343,Hotel Stay,Expense,436.93
2022-11-03 22:47:30.275580,Weekend Getaway,Expense,331.9
2022-11-03 23:09:45.609128,Investment Brokerage Fee,Expense,32.31
2022-11-04 00:50:10.697242,Storage Unit Rental,Expense,463.33
2022-11-04 02:26:14.679770,Online Marketplace,Expense,422.67
2022-11-04 04:54:50.689276,Investment Income,Expense,364.24
2022-11-04 05:13:14.817954,Court Fees,Expense,379.15
2022-11-04 06:55:32.250013,Dog Walker,Income,424.52
2022-11-04 11:03:35.700331,Software Subscription,Expense,419.26
2022-11-04 12:06:04.576706,Outdoor Equipment,Income,391.29
2022-11-04 13:11:56.091595,Investment Account,Income,104.77
2022-11-04 15:34:28.731299,Etsy Purchase,Income,122.39
2022-11-04 15:38:48.042158,Optometry Visit,Income,347.1
2022-11-04 21:35:15.308476,Grocery Store,Expense,199.05
2022-11-04 21:42:55.916607,Car Repair,Income,419.76
2022-11-04 22:04:18.894059,Wine Subscription,Expense,306.52
2022-11-04 22:57:57.619507,Sporting Event,Expense,413.66
2022-11-04 23:18:31.867897,Home Cleaning,Expense,332.38
2022-11-04 23:35:17.907284,Video Game,Income,191.74
2022-11-05 00:41:45.487413,Bail Bond Payment,Income,158.01
2022-11-05 03:30:40.368764,Software Subscription,Income,342.88
2022-11-05 03:35:18.268121,Donation to Charity,Income,59.87
2022-11-05 04:21:43.111439,Wine Subscription,Expense,41.58
2022-11-05 07:24:51.888032,Birthday Gift,Expense,51.1
2022-11-05 07:34:04.702460,Art Gallery Purchase,Expense,375.64
2022-11-05 10:27:08.392288,Charity Event,Income,150.25
2022-11-05 11:42:23.130130,Consulting Income,Income,352.33
2022-11-05 11:53:05.919089,Car Repair,Expense,336.05
2022-11-05 13:25:29.387019,Freight Shipping,Income,129.8
2022-11-05 13:53:54.527963,Netflix Subscription,Income,209.36
2022-11-05 19:40:08.087886,Wire Transfer Fee,Income,169.95
2022-11-05 21:01:43.909648,Credit Report Fee,Expense,438.1
2022-11-05 23:25:03.102053,Personal Trainer,Income,99.98
2022-11-06 01:18:16.688411,Concert Tickets,Income,210.6
2022-11-06 02:34:46.074563,Cabin Rental,Expense,190.56
2022-11-06 02:35:50.984401,Bank Service Charge,Expense,467.7
2022-11-06 03:00:35.107948,Department Store,Expense,238.84
2022-11-06 03:26:36.304433,Home Insurance,Expense,79.91
2022-11-06 03:40:02.846332,Clothing Store,Expense,294.42
2022-11-06 03:54:39.460277,Credit Card Payment,Income,30.63
2022-11-06 04:29:07.732615,Spa Package,Income,12.31
2022-11-06 06:11:10.251820,Department Store,Expense,144.5
2022-11-06 11:18:02.993718,Clothing Store,Expense,6.54
2022-11-06 14:37:29.295547,Toll Road Fee,Expense,97.73
2022-11-06 14:42:14.920737,Natural Gas Bill,Expense,211.02
2022-11-06 15:48:30.294886,Luxury Car Lease,Income,372.72
2022-11-06 16:23:22.382430,Sales Tax,Expense,414.45
2022-11-06 17:26:34.827811,Debt Collection,Income,254.46
2022-11-06 17:49:05.776213,Home Insurance,Expense,431.02
2022-11-06 19:25:51.612332,Tree Trimming,Income,156.49
2022-11-06 19:28:15.942020,Luxury Hotel Stay,Income,467.97
2022-11-06 20:11:59.508921,Moving Service,Income,98.93
2022-11-06 22:28:18.401039,Wedding Gift,Income,283.79
2022-11-06 23:17:11.812530,Luxury Hotel Stay,Expense,104.6
2022-11-07 00:04:43.036894,Ski Resort,Income,492.83
2022-11-07 02:53:55.666539,Career Counseling,Expense,311.72
2022-11-07 04:21:44.954510,Yacht Charter,Income,126.36
2022-11-07 07:54:34.369911,Grocery Delivery,Income,441.11
2022-11-07 08:00:21.497061,Court Fees,Income,414.12
2022-11-07 08:04:57.512184,Pet Grooming,Income,483.64
2022-11-07 08:05:29.722673,Home Improvement,Income,110.27
2022-11-07 08:23:08.580200,Private Jet Rental,Income,261.29
2022-11-07 10:39:27.103351,Concert Tickets,Expense,324.45
2022-11-07 11:26:43.545119,Tuition Payment,Expense,302.23
2022-11-07 11:43:53.055142,Sporting Goods,Expense,54.92
2022-11-07 14:32:54.681114,Health Insurance,Income,84.68
2022-11-07 14:37:23.497252,Natural Gas Bill,Expense,353.2
2022-11-07 16:11:39.300649,Software License,Expense,158.96
2022-11-07 17:29:30.572638,Cabin Rental,Expense,439.9
2022-11-07 20:12:26.842941,Snow Removal,Expense,139.83
2022-11-07 21:25:53.715827,Snow Removal,Income,253.93
2022-11-07 21:36:44.561768,Health Insurance,Income,417.36
2022-11-07 22:05:19.710105,Hair Salon,Income,76.69
2022-11-07 22:17:52.861224,Festival Tickets,Expense,370.13
2022-11-08 02:05:46.001928,Charity Event,Expense,66.65
2022-11-08 04:32:35.849225,Optometry Visit,Income,21.46
2022-11-08 07:43:47.548501,Job Board Fee,Income,47.3
2022-11-08 08:03:58.305506,Boat Rental,Income,333.58
2022-11-08 08:06:14.508634,Clothing Store,Expense,312.64
2022-11-08 08:38:40.763261,Fitness Equipment,Expense,248.56
2022-11-08 08:47:41.575368,Flight Ticket,Expense,374.32
2022-11-08 12:34:54.962466,ATM Fee,Income,421.22
2022-11-08 13:44:34.578622,Online Marketplace,Income,313.78
2022-11-08 14:43:13.753541,Business Expense,Income,474.25
2022-11-08 15:30:39.853279,Pet Grooming,Income,357.65
2022-11-08 16:30:51.245522,Lottery Ticket,Expense,89.85
2022-11-08 17:59:52.096577,Loan Repayment,Expense,67.57
2022-11-08 19:35:44.487309,Credit Report Fee,Income,374.73
2022-11-08 22:11:37.141571,Membership Fee,Income,321.82
2022-11-08 22:55:58.524494,Day Spa,Income,24.41
2022-11-08 23:37:02.172590,Income Tax Payment,Expense,483.59
2022-11-09 02:08:16.950551,Snowmobile Rental,Income,379.74
2022-11-09 02:13:08.305526,Travel Insurance,Expense,7.81
2022-11-09 02:52:50.652972,Phone Accessory,Income,210.41
2022-11-09 08:59:55.531246,Roof Repair,Expense,28.32
2022-11-09 09:38:09.642834,Car Wash,Income,374.1
2022-11-09 11:16:57.197977,Bowling Alley,Expense,247.62
2022-11-09 14:09:42.751381,Online Marketplace,Expense,259.8
2022-11-09 14:41:04.393929,Dog Walker,Income,283.87
2022-11-09 16:56:35.049153,Used Car Purchase,Expense,339.77
2022-11-09 17:01:07.691850,Overdraft Fee,Expense,144.35
2022-11-09 19:34:34.904288,Home Improvement,Income,338.68
2022-11-09 20:33:52.543215,Investment Income,Income,81.44
2022-11-10 00:33:05.259037,Meal Delivery,Expense,21.62
2022-11-10 03:08:12.616981,Mortgage Payment,Expense,221.61
2022-11-10 03:14:04.991253,Home Renovation,Expense,428.52
2022-11-10 05:25:11.050445,Tuition Payment,Income,231.64
2022-11-10 07:00:17.432494,Phone Bill,Income,338.12
2022-11-10 10:48:56.418038,Electricity Bill,Expense,422.71
2022-11-10 11:37:27.930597,Tree Trimming,Income,216.23
2022-11-10 12:24:17.859470,Savings Deposit,Income,412.89
2022-11-10 12:25:48.114889,Freight Shipping,Income,55.77
2022-11-10 12:47:05.943394,Pharmacy,Expense,21.41
2022-11-10 12:56:17.720587,Prescription Meds,Expense,303.7
2022-11-10 17:35:38.874689,Lottery Ticket,Income,158.43
2022-11-10 20:41:12.356919,Legal Fees,Expense,104.56
2022-11-10 23:11:48.618406,Daycare Fees,Expense,300.43
2022-11-10 23:53:09.803564,Outdoor Equipment,Income,429.77
2022-11-11 01:20:36.877535,Membership Fee,Expense,453.48
2022-11-11 01:48:07.901643,Hair Salon,Income,317.95
2022-11-11 02:07:26.460093,Airport Parking,Expense,74.11
2022-11-11 03:09:29.101076,Court Fees,Income,457.83
2022-11-11 03:53:38.645277,Doctor Visit,Expense,194.91
2022-11-11 07:22:26.813170,Car Repair,Income,373.04
2022-11-11 09:06:20.840417,Hotel Stay,Expense,123.0
2022-11-11 09:12:45.262687,Meal Delivery,Income,239.06
2022-11-11 10:10:30.251057,Day Spa,Expense,132.98
2022-11-11 10:16:55.301233,Life Insurance,Income,432.18
2022-11-11 13:28:06.435423,Health Insurance,Income,388.9
2022-11-11 17:13:17.251022,Car Repair,Expense,93.43
2022-11-11 17:17:39.867116,Fishing License,Expense,340.83
2022-11-11 17:39:47.975947,Hotel Stay,Expense,11.42
2022-11-11 18:29:22.913278,Firewood,Income,472.15
2022-11-11 18:33:43.269039,Bowling Alley,Expense,406.54
2022-11-11 18:43:35.353829,Software Subscription,Expense,102.04
2022-11-11 19:27:17.872671,Lottery Ticket,Income,410.64
2022-11-11 21:08:47.345843,Loan Repayment,Expense,488.09
2022-11-11 21:22:43.375474,Plumbing Service,Income,231.88
2022-11-11 23:09:37.849507,Amazon Purchase,Expense,482.88
2022-11-11 23:36:44.781018,Retirement Contribution,Income,24.57
2022-11-12 06:37:23.073507,Electricity Bill,Income,332.75
2022-11-12 07:07:08.675232,Online Coaching,Expense,454.13
